TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr9 A3|9 7.68 cM	mouse chr9 A3|9 7.68 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C4|16 55.05 cM	mouse chr16 C4|16 55.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 A3|16 11.65 cM	mouse chr16 A3|16 11.65 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C1.3|1 28.96 cM	mouse chr1 C1.3|1 28.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 A2|8 15.94 cM	mouse chr8 A2|8 15.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A3.3|17 12.62 cM	mouse chr17 A3.3|17 12.62 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A3|5 8.16 cM	mouse chr5 A3|5 8.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A3|5 11.93 cM	mouse chr5 A3|5 11.93 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 13.24 cM	mouse chr5 B1|5 13.24 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 A5.1|9 24.21 cM	mouse chr9 A5.1|9 24.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A1|17 7.75 cM	mouse chr17 A1|17 7.75 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A3.1|11 12.97 cM	mouse chr11 A3.1|11 12.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10|10 A4-B1	mouse chr10|10 A4-B1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 B1|18 18.18 cM	mouse chr18 B1|18 18.18 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 75.62 cM	mouse chr5 G2|5 75.62 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.57 cM	mouse chr2 A3|2 17.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A2|5	mouse chr5 A2|5	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C3.3|16 53.18 cM	mouse chr16 C3.3|16 53.18 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E1|11 66.8 cM	mouse chr11 E1|11 66.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E1|8 69.99 cM	mouse chr8 E1|8 69.99 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D3|14 42.76 cM	mouse chr14 D3|14 42.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E1|8 57.76 cM	mouse chr8 E1|8 57.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 16.26 cM	mouse chr2 A3|2 16.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 13.94 cM	mouse chr5 B1|5 13.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.1|X 3.68 cM	mouse chrX A1.1|X 3.68 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F5|7 88.23 cM	mouse chr7 F5|7 88.23 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 D1|6 39.2 cM	mouse chr6 D1|6 39.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 1.88 cM|7 A1	mouse chr7 1.88 cM|7 A1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B3|7 30.03 cM	mouse chr7 B3|7 30.03 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 39.1 cM	mouse chr3 F1|3 39.1 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B1|17 19.22 cM	mouse chr17 B1|17 19.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F2|7 64.38 cM	mouse chr7 F2|7 64.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 48.21 cM	mouse chr2 C3|2 48.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B3|16 25.57 cM	mouse chr16 B3|16 25.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 61.06 cM	mouse chr11 D|11 61.06 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 D1|12	mouse chr12 D1|12	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1|1 G1-G2	mouse chr1|1 G1-G2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX D|X 47.59 cM	mouse chrX D|X 47.59 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A5|4 14.68 cM	mouse chr4 A5|4 14.68 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C4|16 56.97 cM	mouse chr16 C4|16 56.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A1|2 6.89 cM	mouse chr2 A1|2 6.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4|4 A5-B1	mouse chr4|4 A5-B1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F4|X 75.63 cM	mouse chrX F4|X 75.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.1|X 3.52 cM	mouse chrX A1.1|X 3.52 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F3|15 57.65 cM	mouse chr15 F3|15 57.65 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F4|7 82.95 cM	mouse chr7 F4|7 82.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 E4|2 57.57 cM	mouse chr2 E4|2 57.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 F|5 53.4 cM	mouse chr5 F|5 53.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B2.1|6 20.57 cM	mouse chr6 B2.1|6 20.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 C6|4 47.27 cM	mouse chr4 C6|4 47.27 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C2|10 49.39 cM	mouse chr10 C2|10 49.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 A3|16 11.34 cM	mouse chr16 A3|16 11.34 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A6|X 34.33 cM	mouse chrX A6|X 34.33 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F3|9 67.74 cM	mouse chr9 F3|9 67.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B2|17 19.44 cM	mouse chr17 B2|17 19.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B3|7 28.48 cM	mouse chr7 B3|7 28.48 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 D2.2|13 63.36 cM	mouse chr13 D2.2|13 63.36 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 C1|5 29.52 cM	mouse chr5 C1|5 29.52 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A3.2|11 14.29 cM	mouse chr11 A3.2|11 14.29 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 E3|18 53.66 cM	mouse chr18 E3|18 53.66 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 76.5 cM	mouse chr5 G2|5 76.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B1|7 16.92 cM	mouse chr7 B1|7 16.92 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F1|7 59.32 cM	mouse chr7 F1|7 59.32 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8|8 C5-D1	mouse chr8|8 C5-D1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A2|5 6.48 cM	mouse chr5 A2|5 6.48 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F2|15 57.22 cM	mouse chr15 F2|15 57.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C4|1 39.79 cM	mouse chr1 C4|1 39.79 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A2|7 8.67 cM	mouse chr7 A2|7 8.67 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1|1 C5-D	mouse chr1|1 C5-D	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E2|11 84.16 cM	mouse chr11 E2|11 84.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C4|16 53.57 cM	mouse chr16 C4|16 53.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H4|1 81.9 cM	mouse chr1 H4|1 81.9 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.3|X 16.3 cM	mouse chrX A1.3|X 16.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B2|17 19.55 cM	mouse chr17 B2|17 19.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 B2|4 28.31 cM	mouse chr4 B2|4 28.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F2|15 57.03 cM	mouse chr15 F2|15 57.03 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 A1|15 5.9 cM	mouse chr15 A1|15 5.9 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F3|7 69.43 cM	mouse chr7 F3|7 69.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 C1|6 30.03 cM	mouse chr6 C1|6 30.03 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C1|10 42.83 cM	mouse chr10 C1|10 42.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 C3.1|5 33.53 cM	mouse chr5 C3.1|5 33.53 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B2|7 20.7 cM	mouse chr7 B2|7 20.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B3|11 38.99 cM	mouse chr11 B3|11 38.99 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11|11 B1.3-B2	mouse chr11|11 B1.3-B2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.2|X 11.88 cM	mouse chrX A1.2|X 11.88 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 A2|15 8.2 cM	mouse chr15 A2|15 8.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A3|5 8.11 cM	mouse chr5 A3|5 8.11 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 B1|18 17.89 cM	mouse chr18 B1|18 17.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A3.3|17 14.5 cM	mouse chr17 A3.3|17 14.5 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 D3|15 35.1 cM	mouse chr15 D3|15 35.1 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A7.3|X 37.89 cM	mouse chrX A7.3|X 37.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 D|1 44.55 cM	mouse chr1 D|1 44.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 A1|14 7.08 cM	mouse chr14 A1|14 7.08 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1|1 E1.1	mouse chr1|1 E1.1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C4|16 55.3 cM	mouse chr16 C4|16 55.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 D3|7 49.32 cM	mouse chr7 D3|7 49.32 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E1|11 70.8 cM	mouse chr11 E1|11 70.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D2.2|4 61.2 cM	mouse chr4 D2.2|4 61.2 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H4|2 103.14 cM	mouse chr2 H4|2 103.14 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 F1|2 61.84 cM	mouse chr2 F1|2 61.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 E2|17	mouse chr17 E2|17	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 C|17 28.07 cM	mouse chr17 C|17 28.07 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A3.1|13 12.87 cM	mouse chr13 A3.1|13 12.87 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C1.3|1 29.0 cM	mouse chr1 C1.3|1 29.0 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H5|1 89.46 cM	mouse chr1 H5|1 89.46 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 A1|14 4.7 cM	mouse chr14 A1|14 4.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.14 cM	mouse chr2 A3|2 17.14 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 C|17 23.63 cM	mouse chr17 C|17 23.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 A|19 3.71 cM	mouse chr19 A|19 3.71 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 B|1 15.3 cM	mouse chr1 B|1 15.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 A1|5 2.26 cM	mouse chr5 A1|5 2.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 E3|6 53.79 cM	mouse chr6 E3|6 53.79 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 B2|4 28.57 cM	mouse chr4 B2|4 28.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A3.3|X 20.49 cM	mouse chrX A3.3|X 20.49 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 B|2 21.71 cM	mouse chr2 B|2 21.71 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A5|11 25.03 cM	mouse chr11 A5|11 25.03 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 A1|15 4.16 cM	mouse chr15 A1|15 4.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 A1.1|8 2.16 cM	mouse chr8 A1.1|8 2.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 G3|3 62.12 cM	mouse chr3 G3|3 62.12 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H3|2 87.33 cM	mouse chr2 H3|2 87.33 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E1|11 67.47 cM	mouse chr11 E1|11 67.47 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C1.3|2 35.56 cM	mouse chr2 C1.3|2 35.56 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B1|6 19.6 cM	mouse chr6 B1|6 19.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 E3|15 44.94 cM	mouse chr15 E3|15 44.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 E5|2 60.66 cM	mouse chr2 E5|2 60.66 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 E5|14 66.18 cM	mouse chr14 E5|14 66.18 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B3|7 30.7 cM	mouse chr7 B3|7 30.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 8.42 cM|17 A1	mouse chr17 8.42 cM|17 A1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F2|9 59.81 cM	mouse chr9 F2|9 59.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A3.1|13 12.39 cM	mouse chr13 A3.1|13 12.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A3|4 9.11 cM	mouse chr4 A3|4 9.11 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 B|2 21.81 cM	mouse chr2 B|2 21.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B1|10 20.02 cM	mouse chr10 B1|10 20.02 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F3|15 57.4 cM	mouse chr15 F3|15 57.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 C3.1|5 33.84 cM	mouse chr5 C3.1|5 33.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 C1|6 32.3 cM	mouse chr6 C1|6 32.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B1|17 18.37 cM	mouse chr17 B1|17 18.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.1|X 3.31 cM	mouse chrX A1.1|X 3.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A1|11 3.87 cM	mouse chr11 A1|11 3.87 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 3.72 cM|19 A	mouse chr19 3.72 cM|19 A	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A3.1|17	mouse chr17 A3.1|17	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 72.43 cM|9 F4	mouse chr9 72.43 cM|9 F4	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 F5|7 88.15 cM	mouse chr7 F5|7 88.15 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 E2|4 79.08 cM	mouse chr4 E2|4 79.08 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.2|3 44.17 cM	mouse chr3 F2.2|3 44.17 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H6|1 97.71 cM	mouse chr1 H6|1 97.71 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F1|9 56.79 cM	mouse chr9 F1|9 56.79 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 C2|19 32.32 cM	mouse chr19 C2|19 32.32 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H3|2 94.8 cM	mouse chr2 H3|2 94.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 F3|6 62.98 cM	mouse chr6 F3|6 62.98 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F1|9 57.59 cM	mouse chr9 F1|9 57.59 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 B|2 21.29 cM	mouse chr2 B|2 21.29 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A7.3|X 37.97 cM	mouse chrX A7.3|X 37.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C1.3|16 37.25 cM	mouse chr16 C1.3|16 37.25 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 E2.3|1 52.39 cM	mouse chr1 E2.3|1 52.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F4|9 74.52 cM	mouse chr9 F4|9 74.52 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B2.3|6 24.32 cM	mouse chr6 B2.3|6 24.32 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 B|14 18.39 cM	mouse chr14 B|14 18.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B2.1|6 21.17 cM	mouse chr6 B2.1|6 21.17 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 37.91 cM	mouse chr3 F1|3 37.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 G3|6 77.27 cM	mouse chr6 G3|6 77.27 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 18.87 cM	mouse chr2 A3|2 18.87 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 E5|2 59.43 cM	mouse chr2 E5|2 59.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 B1|6 15.48 cM	mouse chr6 B1|6 15.48 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.2|3 46.46 cM	mouse chr3 F2.2|3 46.46 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 C|15 19.19 cM	mouse chr15 C|15 19.19 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 E1.1|17 37.88 cM	mouse chr17 E1.1|17 37.88 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C3.3|16 52.98 cM	mouse chr16 C3.3|16 52.98 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 F1|9 58.31 cM	mouse chr9 F1|9 58.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 E3.3|9 50.31 cM	mouse chr9 E3.3|9 50.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E1|8 70.31 cM	mouse chr8 E1|8 70.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 C|9 34.55 cM	mouse chr9 C|9 34.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 D2|19 51.18 cM	mouse chr19 D2|19 51.18 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.31 cM	mouse chr2 A3|2 17.31 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A1|6 1.76 cM	mouse chr6 A1|6 1.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 B1|16 13.74 cM	mouse chr16 B1|16 13.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D2.1|4 53.46 cM	mouse chr4 D2.1|4 53.46 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 31.94 cM	mouse chr11 B1.3|11 31.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 E2|18 44.44 cM	mouse chr18 E2|18 44.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 B1.1|8 25.14 cM	mouse chr8 B1.1|8 25.14 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A3.1|11 13.53 cM	mouse chr11 A3.1|11 13.53 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 B1|4 26.51 cM	mouse chr4 B1|4 26.51 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 F1|2 61.23 cM	mouse chr2 F1|2 61.23 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E2|8	mouse chr8 E2|8	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 A2|8 13.7 cM	mouse chr8 A2|8 13.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 45.94 cM	mouse chr2 C3|2 45.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A1|6 1.86 cM	mouse chr6 A1|6 1.86 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 B1|17 17.25 cM	mouse chr17 B1|17 17.25 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 E3|7 56.1 cM	mouse chr7 E3|7 56.1 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 D|3 28.15 cM	mouse chr3 D|3 28.15 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.28 cM	mouse chr2 A3|2 17.28 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H3|2 95.66 cM	mouse chr2 H3|2 95.66 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D2.2|4 63.63 cM	mouse chr4 D2.2|4 63.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 C3|6 34.88 cM	mouse chr6 C3|6 34.88 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 D3|7 50.4 cM	mouse chr7 D3|7 50.4 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.3|3 46.53 cM	mouse chr3 F2.3|3 46.53 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B2|5 17.96 cM	mouse chr5 B2|5 17.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 F|1 63.24 cM	mouse chr1 F|1 63.24 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 D1|13 50.38 cM	mouse chr13 D1|13 50.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D2.2|4 57.38 cM	mouse chr4 D2.2|4 57.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F3|15 58.74 cM	mouse chr15 F3|15 58.74 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
