time	cc	gene	type	time.val
5hr	0.000671386454707366	Spic	M1	5
5hr	0.0749176687082416	Spsb1	M1	5
5hr	0.128602400177171	Srxn1	M1	5
5hr	0.120782127616106	Stat4	M1	5
5hr	0.452622055109495	Swap70	M1	5
5hr	0.00157035729957418	Syne2	M1	5
5hr	0.0256734609678874	Taf4b	M1	5
5hr	0.0674028941596563	Tagap	M1	5
5hr	0.00273251151093596	Tal2	M1	5
5hr	0.113596631705655	Tarm1	M1	5
5hr	0.145272883549803	Tfec	M1	5
5hr	0.21604171366008	Tgtp1	M1	5
5hr	0.098567757390086	Thbs1	M1	5
5hr	0.00146874003584927	Timp1	M1	5
5hr	0.0316938598961638	Tle3	M1	5
5hr	0.302443294310048	Tlr2	M1	5
5hr	0.11439788274285	Tlr4	M1	5
5hr	0.171644419462547	Tlr7	M1	5
5hr	0.00348163390016238	Tlr9	M1	5
5hr	0.022642790740054	Tma16	M1	5
5hr	0.000967854809147871	Tmem178	M1	5
5hr	0.0033666170436233	Tmem200b	M1	5
5hr	0.0421786764828408	Tmtc2	M1	5
5hr	0.000372567476676408	Tnc	M1	5
5hr	0.989269880695868	Tnf	M1	5
5hr	0.820708829596526	Tnfaip3	M1	5
5hr	0.718726773747974	Tnfsf10	M1	5
5hr	0.00626849615121931	Tnfsf14	M1	5
5hr	0.328448006544251	Tnfsf15	M1	5
5hr	0.0386297075267181	Tnfsf4	M1	5
5hr	0.249832981244709	Tnfsf8	M1	5
5hr	0.470723164545347	Tnfsf9	M1	5
5hr	0.277747008748756	Tnip3	M1	5
5hr	0.671101685948771	Traf1	M1	5
5hr	0.00319547557183635	Trem1	M1	5
5hr	0.00798857194651002	Treml4	M1	5
5hr	0.0350313199488679	Trib1	M1	5
5hr	0.0463425360998993	Trib3	M1	5
5hr	0.153262864293963	Trim21	M1	5
5hr	0.527841599692036	Trim30c	M1	5
5hr	0.342264996363584	Trim36	M1	5
5hr	0.000734597578253033	Tsku	M1	5
5hr	0.0567040136170945	Ttc39b	M1	5
5hr	0.000519501421999607	U90926	M1	5
5hr	0.0978355817160114	Upp1	M1	5
5hr	0.0452091037499026	Vcam1	M1	5
5hr	0.13900550881236	Vcan	M1	5
5hr	0.000843122636877773	Vegfc	M1	5
5hr	0.0020233967670216	Xcr1	M1	5
5hr	0.271264052992002	Zc3h12a	M1	5
5hr	0.155425641057636	Zc3h12c	M1	5
5hr	0.0140672267080491	Zeb1	M1	5
5hr	0.00288543394890295	Zfp324	M1	5
5hr	0.175655473271825	Zfp36	M1	5
5hr	0.0207310355111601	Zfp811	M1	5
5hr	0.196371524478849	Zhx2	M1	5
5hr	0.0612824965407789	Znrf3	M1	5
8hr	0.00141746083086947	X1110002J07Rik	M1	8
8hr	0.0222886451789864	X2500002B13Rik	M1	8
8hr	0.00248863441243149	X4930430E12Rik	M1	8
8hr	0.260811203219385	A530064D06Rik	M1	8
8hr	0.0023255636977674	A630072M18Rik	M1	8
8hr	0.131217641805999	AI504432	M1	8
8hr	0.0917033683070692	AW112010	M1	8
8hr	0.0894550510176957	Abtb2	M1	8
8hr	0.626387244303248	Acod1	M1	8
8hr	0.000517150757546923	Acpp	M1	8
8hr	0.00614416736716307	Adgb	M1	8
8hr	0.762224734796818	Adgre1	M1	8
8hr	0.00354470886894527	Adgre4	M1	8
8hr	0.0184985003043132	Adgrg6	M1	8
8hr	0.00129756055417781	Adgrl2	M1	8
8hr	0.494269762281765	Adora2a	M1	8
8hr	0.100319909317159	Adora2b	M1	8
8hr	0.028608016567234	Adrb2	M1	8
8hr	0.00931323249896359	Ahr	M1	8
8hr	0.00670571020918838	Ahrr	M1	8
8hr	0.100607662843216	Ak4	M1	8
8hr	0.145611687194329	Alas1	M1	8
8hr	0.0752034112978004	Angpt1	M1	8
8hr	0.00321909101539279	Arg1	M1	8
8hr	0.00646853284741565	Arg2	M1	8
8hr	0.026446467251033	Arhgap26	M1	8
8hr	0.111922547817686	Arhgef3	M1	8
8hr	0.101322234369678	Arid5a	M1	8
8hr	0.300884960052185	Armcx6	M1	8
8hr	0.124442637973856	Arrdc4	M1	8
8hr	0.0892502785227547	Asap3	M1	8
8hr	0.0291436235015503	Asns	M1	8
8hr	0.145942344508912	Atm	M1	8
8hr	0.00247344205277478	Atp2b4	M1	8
8hr	0.023593813513214	B3gnt5	M1	8
8hr	0.648999379855969	B430306N03Rik	M1	8
8hr	0.0658601220608577	Bambi	M1	8
8hr	0.795589630711197	Batf	M1	8
8hr	0.192342354797267	Batf2	M1	8
8hr	0.842782467146264	Bcl2a1a	M1	8
8hr	0.832993555533711	Bcl2a1d	M1	8
8hr	0.195364538417426	Bcl2l11	M1	8
8hr	0.03953421809773	Bcor	M1	8
8hr	0.0154006017838879	Bmp2	M1	8
8hr	0.122662683659293	Bst1	M1	8
8hr	0.048081515353263	Btg2	M1	8
8hr	0.000295837477653159	C920009B18Rik	M1	8
8hr	0.00759712078874998	Cacna1d	M1	8
8hr	0.00813783422881881	Cacnb3	M1	8
8hr	0.21713038257129	Calhm6	M1	8
8hr	0.0153297190566797	Card6	M1	8
8hr	0.078064083100219	Carmil1	M1	8
8hr	0.196281025758244	Casp4	M1	8
8hr	0.0346365507126897	Cav1	M1	8
8hr	0.000503675815475571	Ccl1	M1	8
8hr	0.0740601478097213	Ccl12	M1	8
8hr	0.00146981784313289	Ccl17	M1	8
8hr	0.172134778687576	Ccl2	M1	8
8hr	0.189815337339667	Ccl22	M1	8
8hr	0.503239209502781	Ccl3	M1	8
8hr	0.195590666901372	Ccl4	M1	8
8hr	1.02038012018574	Ccl5	M1	8
8hr	0.181147271881313	Ccl7	M1	8
8hr	0.0172825250767803	Ccl8	M1	8
8hr	0.477778160079318	Ccnd1	M1	8
8hr	0.138328723103053	Ccnd2	M1	8
8hr	0.103006906087502	Ccne1	M1	8
8hr	0.186157185439322	Ccr1	M1	8
8hr	0.0135783748658881	Ccr3	M1	8
8hr	0.511125473774288	Ccrl2	M1	8
8hr	0.697971883786309	Cd14	M1	8
8hr	0.000143647769650948	Cd163	M1	8
8hr	0.104922961773057	Cd200	M1	8
8hr	0.0979067454076297	Cd300e	M1	8
8hr	0.547028006184856	Cd300lf	M1	8
8hr	0.0299774191823022	Cd34	M1	8
8hr	0.14746212087856	Cd38	M1	8
8hr	0.980570926208308	Cd40	M1	8
8hr	0.000469448280142992	Cd55	M1	8
8hr	0.232818325805802	Cd69	M1	8
8hr	0.0304440797202978	Cd80	M1	8
8hr	0.420657454891902	Cd83	M1	8
8hr	0.236397232373739	Cd86	M1	8
8hr	0.69145852306307	Cdc42ep2	M1	8
8hr	0.0124625173223728	Cdc42ep4	M1	8
8hr	0.00216649734499062	Cdk5r1	M1	8
8hr	0.000143647769650948	Cebpd	M1	8
8hr	0.116325216682012	Cemip2	M1	8
8hr	0.0376179391705787	Ch25h	M1	8
8hr	0.000352990278735709	Chil3	M1	8
8hr	0.00149357123425681	Chst11	M1	8
8hr	0.04824444939559	Ciita	M1	8
8hr	0.0107049927007867	Cish	M1	8
8hr	0.277591090554649	Cited2	M1	8
8hr	0.023246283782209	Clcf1	M1	8
8hr	0.759609323964765	Clec4e	M1	8
8hr	0.0658750124482132	Clec4n	M1	8
8hr	0.0588429041595666	Clec5a	M1	8
8hr	0.00583975146172389	Clic5	M1	8
8hr	0.00108145788455559	Clmp	M1	8
8hr	0.812758680605373	Cmpk2	M1	8
8hr	0.0708171990201782	Cnn3	M1	8
8hr	0.00716277438255417	Col18a1	M1	8
8hr	0.00180364086448748	Col27a1	M1	8
8hr	0.0629454894170587	Cp	M1	8
8hr	0.0828496164918641	Csf1	M1	8
8hr	0.00515204710233877	Csf3	M1	8
8hr	0.135631126491363	Csrnp1	M1	8
8hr	0.297407249756553	Cst7	M1	8
8hr	0.00154462540145964	Ctla2a	M1	8
8hr	0.536884618663374	Ctla2b	M1	8
8hr	0.191924785061733	Cx3cl1	M1	8
8hr	0.000503675815579006	Cx3cr1	M1	8
8hr	0.00198747424111365	Cxcl1	M1	8
8hr	0.228103631919431	Cxcl10	M1	8
8hr	0.428578088468211	Cxcl11	M1	8
8hr	0.000583268110124883	Cxcl14	M1	8
8hr	0.0877933504150639	Cxcl2	M1	8
8hr	0.0033281892462558	Cxcl3	M1	8
8hr	0.387938905479104	Cxcl9	M1	8
8hr	0.00834112537350482	D16Ertd472e	M1	8
8hr	0.0011985765883039	Ddit4	M1	8
8hr	0.00393453720904628	Dio2	M1	8
8hr	0.0319323264038668	Dmwd	M1	8
8hr	0.0470663543859485	Dmxl2	M1	8
8hr	0.033586877253019	Dnase1l3	M1	8
8hr	0.00690318902984831	Dnmt3aos	M1	8
8hr	0.273709194420525	Dusp1	M1	8
8hr	0.00444605706821466	Dusp14	M1	8
8hr	0.065658663925192	Dusp16	M1	8
8hr	0.255760525141021	Dusp2	M1	8
8hr	0.000830828843912003	Dusp4	M1	8
8hr	0.00946640162336406	Dusp5	M1	8
8hr	0.0340363923114108	Dusp6	M1	8
8hr	0.0356313829791432	Dusp8	M1	8
8hr	0.022586896501384	Edn1	M1	8
8hr	0.0563007865896082	Ednrb	M1	8
8hr	0.059350516742796	Egln3	M1	8
8hr	0.00477153104606064	Egr1	M1	8
8hr	0.041279396185237	Egr2	M1	8
8hr	0.0013021920962197	Egr3	M1	8
8hr	0.76185347268059	Ehd1	M1	8
8hr	0.0234836798063102	Eno2	M1	8
8hr	0.0210050986661414	Errfi1	M1	8
8hr	0.240802494445013	Ets2	M1	8
8hr	0.00313880213451477	Fabp7	M1	8
8hr	0.00603479258290062	Fam43a	M1	8
8hr	0.210579918741289	Fcgr2b	M1	8
8hr	0.182468343815215	Fgl2	M1	8
8hr	0.47166051251933	Flnb	M1	8
8hr	0.00212315736085506	Flrt3	M1	8
8hr	0.0231987338685549	Flt1	M1	8
8hr	0.0408531156069753	Fmnl2	M1	8
8hr	0.118329504996664	Fos	M1	8
8hr	0.0011556257278405	Fosb	M1	8
8hr	0.323420907096207	Foxp4	M1	8
8hr	0.211881702188002	Fpr1	M1	8
8hr	0.372318674679674	Fpr2	M1	8
8hr	0.0123437800760657	Frmd6	M1	8
8hr	0.0240398762396572	Fscn1	M1	8
8hr	0.0710113151774034	Fzd1	M1	8
8hr	0.257938704728292	G530011O06Rik	M1	8
8hr	0.0154835580821975	Gbp2b	M1	8
8hr	0.261874862611665	Gbp7	M1	8
8hr	0.054666602627916	Gclm	M1	8
8hr	0.0282856353856213	Gcnt2	M1	8
8hr	0.183576330768657	Gda	M1	8
8hr	0.0321885763247392	Gdf15	M1	8
8hr	0.0189937309353093	Gem	M1	8
8hr	0.180602069275177	Gfi1	M1	8
8hr	0.042824544579619	Gja1	M1	8
8hr	0.152648688528199	Glipr2	M1	8
8hr	0.00308901735262145	Gm16712	M1	8
8hr	0.00792873630490104	Gm19026	M1	8
8hr	0.0547273865145907	Gm1966	M1	8
8hr	0.00197775692808486	Gm47283	M1	8
8hr	0.0936240211936884	Gm4951	M1	8
8hr	0.00605218349419509	Gm5150	M1	8
8hr	0.138635878493796	Gm6377	M1	8
8hr	0.220981838375166	Gna15	M1	8
8hr	0.0114427868580701	Gng4	M1	8
8hr	0.5406295324953	Gpr132	M1	8
8hr	0.0994881556546107	Gpr141	M1	8
8hr	0.498442744305722	Gpr18	M1	8
8hr	0.0393800255196834	Gpr35	M1	8
8hr	0.000709711736766177	Gpr68	M1	8
8hr	0.463679397525204	Gpr84	M1	8
8hr	0.0684559119083171	Gpr85	M1	8
8hr	0.204904747552092	Grk3	M1	8
8hr	0.245405141681568	Gsr	M1	8
8hr	0.00182157964726119	Gsta3	M1	8
8hr	0.0843409413439005	H1f2	M1	8
8hr	0.0767852579097845	H2.Eb1	M1	8
8hr	0.101364695107198	H2.K2	M1	8
8hr	0.261086070674501	H2.M2	M1	8
8hr	0.000366961264074865	H60b	M1	8
8hr	0.262804688747989	Hcar2	M1	8
8hr	0.0169942138003422	Heatr9	M1	8
8hr	0.0992886792402541	Hhex	M1	8
8hr	0.0629616493266648	Hilpda	M1	8
8hr	0.0736674171034667	Hivep3	M1	8
8hr	0.0411031440207954	Hmga2	M1	8
8hr	0.272167355101443	Hmox1	M1	8
8hr	0.00357409460265659	Hopx	M1	8
8hr	0.000960268776895918	Hp	M1	8
8hr	0.0221236322654604	Hsd17b7	M1	8
8hr	0.183505378501894	Hspa1a	M1	8
8hr	0.316962318537502	Hspa1b	M1	8
8hr	0.00677829773014293	Htr2a	M1	8
8hr	0.0168789569030481	Htr2b	M1	8
8hr	0.0355970496079867	Htra1	M1	8
8hr	0.892286348127028	Icam1	M1	8
8hr	0.0303989470438598	Icosl	M1	8
8hr	0.135716553812524	Idi1	M1	8
8hr	0.0412101748817919	Ier2	M1	8
8hr	0.358011293129697	Ier3	M1	8
8hr	0.245018321931562	Ifi205	M1	8
8hr	0.2222055462518	Ifi208	M1	8
8hr	0.594018961446292	Ifit1	M1	8
8hr	0.769704054781006	Ifit1bl1	M1	8
8hr	0.603357888968809	Ifit2	M1	8
8hr	1.01877921316593	Ifit3	M1	8
8hr	0.948872296409729	Ifit3b	M1	8
8hr	0.00562063033062104	Ifitm1	M1	8
8hr	0.00240263228301098	Ifna1	M1	8
8hr	0.00264152805913647	Ifna2	M1	8
8hr	0.000835192785595584	Ifna4	M1	8
8hr	0.00280461416974418	Ifna5	M1	8
8hr	0.00277548373067753	Ifna6	M1	8
8hr	0.164758789649477	Ifnb1	M1	8
8hr	0.12530478926404	Ifrd1	M1	8
8hr	0.0829893553743206	Igf2bp2	M1	8
8hr	0.0319160492358859	Igsf9	M1	8
8hr	0.0150620935228742	Iigp1	M1	8
8hr	0.210243973192756	Il10	M1	8
8hr	0.100152964885319	Il12b	M1	8
8hr	0.243397022081042	Il12rb1	M1	8
8hr	0.0884278570785738	Il18rap	M1	8
8hr	0.1623354606381	Il1a	M1	8
8hr	0.27706341054975	Il1b	M1	8
8hr	0.321944143418757	Il1rn	M1	8
8hr	0.790987582555514	Il27	M1	8
8hr	0.590340038987562	Il4i1	M1	8
8hr	0.290941077566429	Il4ra	M1	8
8hr	0.260537536286798	Il6	M1	8
8hr	0.0203857283170844	Inhba	M1	8
8hr	0.067735801452881	Intu	M1	8
8hr	0.291316287716768	Irf1	M1	8
8hr	0.0582344840040188	Irf3	M1	8
8hr	0.000996463016240191	Irf4	M1	8
8hr	0.836288799502765	Irf7	M1	8
8hr	0.604492146075222	Irf8	M1	8
8hr	0.00328271785807037	Irs2	M1	8
8hr	0.000934690041705502	Itga9	M1	8
8hr	0.754432862374077	Itgal	M1	8
8hr	0.00181124528188501	Itgb8	M1	8
8hr	0.599324051147457	Itpr1	M1	8
8hr	0.0874560575846064	Jag1	M1	8
8hr	0.35276576346128	Jdp2	M1	8
8hr	0.104341465975025	Jun	M1	8
8hr	0.106878846157891	Junb	M1	8
8hr	0.0213101958101647	Kcnj2	M1	8
8hr	0.136558262468277	Kdm6b	M1	8
8hr	0.0113516671889776	Kdr	M1	8
8hr	0.232268871330562	Klf2	M1	8
8hr	0.086629819407912	Klf7	M1	8
8hr	0.0622789350642754	Klf8	M1	8
8hr	0.0860899846297888	Klra2	M1	8
8hr	0.00295184409798173	Lad1	M1	8
8hr	0.211695881754819	Lcn2	M1	8
8hr	0.0752106776449726	Ldlr	M1	8
8hr	0.000770580539009461	Lif	M1	8
8hr	0.0711316936225592	Lipg	M1	8
8hr	0.00417200108712051	Lox	M1	8
8hr	0.148826000829069	Lpar1	M1	8
8hr	0.217349853961965	Lratd2	M1	8
8hr	0.00364774996001064	Lrp8	M1	8
8hr	0.00392035674560615	Ltbp2	M1	8
8hr	0.304677956874878	Ly6a	M1	8
8hr	0.000587397798981677	Ly75	M1	8
8hr	0.352792749753601	Maff	M1	8
8hr	0.402869958056394	Malt1	M1	8
8hr	0.816664915831713	Marcksl1	M1	8
8hr	0.00513674977218329	Marco	M1	8
8hr	0.143207422888535	Mefv	M1	8
8hr	0.00447043924129949	Mfap3l	M1	8
8hr	0.165780109218391	Mir155hg	M1	8
8hr	0.0539790762019368	Mmd	M1	8
8hr	0.338173187497538	Mmp13	M1	8
8hr	0.00670956745339776	Mmp14	M1	8
8hr	0.000419352083441244	Mmp8	M1	8
8hr	0.0006238752802136	Mmp9	M1	8
8hr	0.00378640372276684	Mpp7	M1	8
8hr	0.259942233586285	Ms4a4a	M1	8
8hr	0.166259992809063	Mt1	M1	8
8hr	0.125334477436115	Mt2	M1	8
8hr	0.0153920036874036	Mtfr2	M1	8
8hr	0.0491783192135826	Mtus1	M1	8
8hr	0.562166885824528	Mx1	M1	8
8hr	0.439685191971454	Mx2	M1	8
8hr	0.495313415923702	Mxd1	M1	8
8hr	0.0064245046995492	Myc	M1	8
8hr	0.0409764062889675	Mycl	M1	8
8hr	0.000739336911629872	Myo1b	M1	8
8hr	0.0250827598710284	Nek6	M1	8
8hr	0.0730069425225474	Nes	M1	8
8hr	0.0964943860910335	Nfil3	M1	8
8hr	0.606259000092605	Nfkb1	M1	8
8hr	0.412528941870383	Nfkb2	M1	8
8hr	0.281446741707789	Nfkbia	M1	8
8hr	0.0097879418069862	Nfkbid	M1	8
8hr	0.786184639735742	Nfkbie	M1	8
8hr	0.707801170602583	Nfkbiz	M1	8
8hr	0.0158155219238328	Noct	M1	8
8hr	0.755910918328053	Nos2	M1	8
8hr	0.164080055271676	Notch1	M1	8
8hr	0.00143190620374746	Nqo1	M1	8
8hr	0.00458121202348293	Nr4a1	M1	8
8hr	0.000223530820274141	Nr4a3	M1	8
8hr	0.00248770151179264	Oaf	M1	8
8hr	0.398647676793588	Oasl1	M1	8
8hr	0.106382363944003	Odc1	M1	8
8hr	0.0239486401087004	Olfml3	M1	8
8hr	0.00118622677584073	Olr1	M1	8
8hr	0.141114477074002	Orai2	M1	8
8hr	0.00642234856049377	Osm	M1	8
8hr	0.044307437993445	Otud1	M1	8
8hr	0.039354732770565	P2ry13	M1	8
8hr	0.203022802892041	P2ry2	M1	8
8hr	0.0207396669932446	P4ha2	M1	8
8hr	0.00614117684326224	Pcx	M1	8
8hr	0.0308071982902325	Pde3b	M1	8
8hr	0.558108661050152	Pde4b	M1	8
8hr	0.000684814711720713	Pde5a	M1	8
8hr	0.0896680548068479	Pde7b	M1	8
8hr	0.202747529171589	Pdgfb	M1	8
8hr	0.00495110494227917	Pdlim7	M1	8
8hr	0.187848743051344	Pdpn	M1	8
8hr	0.366610443153448	Peli1	M1	8
8hr	0.032239276153579	Pfkfb3	M1	8
8hr	0.0223191558054343	Phlda1	M1	8
8hr	0.000742293949392285	Phldb1	M1	8
8hr	0.108151475194096	Pilra	M1	8
8hr	0.0600036168013475	Pilrb1	M1	8
8hr	0.00239235356723771	Pim2	M1	8
8hr	0.162441711278061	Pim3	M1	8
8hr	0.00354256956127195	Pla2g7	M1	8
8hr	0.037232938750688	Plac8	M1	8
8hr	0.0120797105177614	Plagl1	M1	8
8hr	0.00148295646135811	Plat	M1	8
8hr	0.0117873241646833	Plau	M1	8
8hr	0.0178302526186482	Plekhg1	M1	8
8hr	0.200995673005809	Plk2	M1	8
8hr	0.0197480475002417	Plk3	M1	8
8hr	0.0654939041871883	Plpp1	M1	8
8hr	0.000681769086474569	Plpp3	M1	8
8hr	0.0311450787961818	Pmaip1	M1	8
8hr	0.00053268383346519	Pmepa1	M1	8
8hr	0.401941943737313	Pou2f2	M1	8
8hr	0.215848210294922	Ppfia3	M1	8
8hr	0.0244033840865086	Ppm1l	M1	8
8hr	0.000431868494017152	Ppp1r12b	M1	8
8hr	0.263216766049868	Ppp1r15a	M1	8
8hr	0.0687436180774572	Prag1	M1	8
8hr	0.0195458322711348	Prdm1	M1	8
8hr	0.000469735997009427	Prdm9	M1	8
8hr	0.299785911135515	Procr	M1	8
8hr	0.000983639096643624	Prokr1	M1	8
8hr	0.0201113166635785	Prrg4	M1	8
8hr	0.258476384706985	Ptafr	M1	8
8hr	0.0120554740621538	Ptch1	M1	8
8hr	0.272374499152547	Ptger4	M1	8
8hr	0.0566580793278779	Ptges	M1	8
8hr	0.0544615637575776	Ptgir	M1	8
8hr	0.650169656008814	Ptgs2	M1	8
8hr	0.135006975119788	Rab11fip1	M1	8
8hr	0.563650195565909	Rab19	M1	8
8hr	0.542925155489518	Ralgds	M1	8
8hr	0.0251943645028175	Rapgef5	M1	8
8hr	0.0387008007582492	Rasgrp1	M1	8
8hr	0.0233438115055257	Rcan1	M1	8
8hr	0.17817120812043	Rela	M1	8
8hr	0.000494601127882388	Retnla	M1	8
8hr	0.0523776284069516	Rffl	M1	8
8hr	0.00804596228763611	Rgcc	M1	8
8hr	0.000632450830081008	Rgs1	M1	8
8hr	0.105918730978863	Rgs3	M1	8
8hr	0.18892109706123	Rhof	M1	8
8hr	0.00211966473306857	Rhoh	M1	8
8hr	0.024395069341946	Rhou	M1	8
8hr	0.110310066042424	Ripk2	M1	8
8hr	0.056040868356505	Rnd1	M1	8
8hr	0.216801635996447	Rnd3	M1	8
8hr	0.000171643082902012	Rras2	M1	8
8hr	0.621232520007064	Rsad2	M1	8
8hr	0.000858971431672218	S100a8	M1	8
8hr	0.345457639025154	Saa3	M1	8
8hr	0.142322248942918	Samsn1	M1	8
8hr	0.2349488824044	Scimp	M1	8
8hr	0.0263051315428291	Scn1b	M1	8
8hr	0.00115459238281166	Sdc2	M1	8
8hr	0.240800027206076	Sdc4	M1	8
8hr	0.027108348675152	Sele	M1	8
8hr	0.119855042504702	Serpina3f	M1	8
8hr	0.0943710292309928	Serpina3g	M1	8
8hr	0.0015534681796225	Serpinb2	M1	8
8hr	0.0618926314516441	Serpinb6b	M1	8
8hr	0.0387473315515125	Serpinb9	M1	8
8hr	0.00172415574064928	Serpinb9b	M1	8
8hr	0.316176895064955	Serpine1	M1	8
8hr	0.00774507527268148	Shisa3	M1	8
8hr	0.0591300087166658	Siglece	M1	8
8hr	0.149057296981759	Sla	M1	8
8hr	0.219622715349534	Slamf8	M1	8
8hr	0.196288630999913	Slamf9	M1	8
8hr	0.0055074089529479	Slc13a3	M1	8
8hr	0.0187734823219041	Slc16a1	M1	8
8hr	0.0152689380781885	Slc16a3	M1	8
8hr	0.0244070313397861	Slc25a25	M1	8
8hr	0.00324014678375763	Slc28a2	M1	8
8hr	0.214219789655349	Slc30a4	M1	8
8hr	0.10159807183161	Slc7a11	M1	8
8hr	0.0213497123167135	Slc7a2	M1	8
8hr	0.0746860238356557	Slco3a1	M1	8
8hr	0.067106422005232	Slfn4	M1	8
8hr	0.000720305227820093	Slpi	M1	8
8hr	0.325324798522206	Snn	M1	8
8hr	0.00438787475874802	Socs1	M1	8
8hr	0.709653951960637	Socs3	M1	8
8hr	0.928390041471822	Sod2	M1	8
8hr	0.00107305042575804	Spaca6	M1	8
8hr	0.00514282571786059	Spata13	M1	8
8hr	0.000751476466164435	Sphk1	M1	8
8hr	0.000341631333636628	Spic	M1	8
8hr	0.0268755460440397	Spsb1	M1	8
8hr	0.133486109905088	Srxn1	M1	8
8hr	0.155489302317333	Stat4	M1	8
8hr	0.160448956820114	Swap70	M1	8
8hr	0.00111785425560509	Syne2	M1	8
8hr	0.0276742682080007	Taf4b	M1	8
8hr	0.0687332234392457	Tagap	M1	8
8hr	0.00619515706863648	Tal2	M1	8
8hr	0.200080133744963	Tarm1	M1	8
8hr	0.0742217491808223	Tfec	M1	8
8hr	0.34665616515114	Tgtp1	M1	8
8hr	0.0985231572769903	Thbs1	M1	8
8hr	0.00461785003185069	Timp1	M1	8
8hr	0.110733493133727	Tle3	M1	8
8hr	0.0504926789321108	Tlr2	M1	8
8hr	0.220248689722472	Tlr4	M1	8
8hr	0.227414244338738	Tlr7	M1	8
8hr	0.0209469747727385	Tlr9	M1	8
8hr	0.144056505881941	Tma16	M1	8
8hr	0.000143647769651269	Tmc3	M1	8
8hr	0.0121818780303553	Tmem178	M1	8
8hr	0.000587374401440099	Tmem200b	M1	8
8hr	0.240942994735455	Tmtc2	M1	8
8hr	0.00184511837651394	Tnc	M1	8
8hr	0.775253718654958	Tnf	M1	8
8hr	0.781579020365052	Tnfaip3	M1	8
8hr	0.609962853496811	Tnfsf10	M1	8
8hr	0.0131187129010955	Tnfsf14	M1	8
8hr	0.382796101465164	Tnfsf15	M1	8
8hr	0.16157777312337	Tnfsf4	M1	8
8hr	0.387499605039308	Tnfsf8	M1	8
8hr	0.313561069526197	Tnfsf9	M1	8
8hr	0.217914527710417	Tnip3	M1	8
8hr	0.862881911728302	Traf1	M1	8
8hr	0.000864393072835884	Trem1	M1	8
8hr	0.00686745827199467	Treml4	M1	8
8hr	0.0276130191214028	Trib1	M1	8
8hr	0.0518513845728468	Trib3	M1	8
8hr	0.136049044017123	Trim21	M1	8
8hr	0.212263165711593	Trim30c	M1	8
8hr	0.241012447025609	Trim36	M1	8
8hr	0.00774867145223637	Tsku	M1	8
8hr	0.0482121001081796	Ttc39b	M1	8
8hr	0.000503675815534173	U90926	M1	8
8hr	0.122968172549458	Upp1	M1	8
8hr	0.0552418842207763	Vcam1	M1	8
8hr	0.169067883878416	Vcan	M1	8
8hr	0.000771001025943095	Vegfc	M1	8
8hr	0.0172403051016953	Xcr1	M1	8
8hr	0.35101089069553	Zc3h12a	M1	8
8hr	0.103460530158984	Zc3h12c	M1	8
8hr	0.0064057479042338	Zeb1	M1	8
8hr	0.00914987677905319	Zfp324	M1	8
8hr	0.0186760527084018	Zfp36	M1	8
8hr	0.100458434600457	Zfp811	M1	8
8hr	0.171581433841547	Zhx2	M1	8
8hr	0.00378141845643807	Znrf3	M1	8
x24hr	0.00238744143094991	X1110002J07Rik	M1	NA
x24hr	0.0196011675203023	X2500002B13Rik	M1	NA
x24hr	0.00277805635670809	X4930430E12Rik	M1	NA
x24hr	0.233683515394355	A530064D06Rik	M1	NA
x24hr	0.00242795036197351	A630072M18Rik	M1	NA
x24hr	0.161830194411277	AI504432	M1	NA
x24hr	0.426346167041929	AW112010	M1	NA
x24hr	0.0830879991430729	Abtb2	M1	NA
x24hr	0.892887898885363	Acod1	M1	NA
x24hr	0.0101591186452669	Acpp	M1	NA
x24hr	0.0842709166100976	Adgb	M1	NA
x24hr	0.934677167077564	Adgre1	M1	NA
x24hr	0.0199832982046496	Adgre4	M1	NA
x24hr	0.0503549959092938	Adgrg6	M1	NA
x24hr	0.00700270260616615	Adgrl2	M1	NA
x24hr	0.762565869622416	Adora2a	M1	NA
x24hr	0.0719016976559779	Adora2b	M1	NA
x24hr	0.028584856005104	Adrb2	M1	NA
x24hr	0.0279885605689585	Ahr	M1	NA
x24hr	0.00894175023980192	Ahrr	M1	NA
x24hr	0.146535147573183	Ak4	M1	NA
x24hr	0.282106863433581	Alas1	M1	NA
x24hr	0.0439467549068607	Angpt1	M1	NA
x24hr	0.00501312863106808	Arg1	M1	NA
x24hr	0.0285703556397442	Arg2	M1	NA
x24hr	0.103416630109815	Arhgap26	M1	NA
x24hr	0.0204374239521718	Arhgef3	M1	NA
x24hr	0.231152200534651	Arid5a	M1	NA
x24hr	0.0625139790542991	Armcx6	M1	NA
x24hr	0.186639075793347	Arrdc4	M1	NA
x24hr	0.0293119490231847	Asap3	M1	NA
x24hr	0.246018874892768	Asns	M1	NA
x24hr	0.0829498694258631	Atm	M1	NA
x24hr	0.0117500392587122	Atp2b4	M1	NA
x24hr	0.00379888149736373	B3gnt5	M1	NA
x24hr	0.451782814634762	B430306N03Rik	M1	NA
x24hr	0.0287713067718789	Bambi	M1	NA
x24hr	0.814747507015199	Batf	M1	NA
x24hr	0.239870657308717	Batf2	M1	NA
x24hr	0.74060701129931	Bcl2a1a	M1	NA
x24hr	0.703824263736718	Bcl2a1d	M1	NA
x24hr	0.122028640482539	Bcl2l11	M1	NA
x24hr	0.0141193804485158	Bcor	M1	NA
