time	cc	gene
3hr	0.00525333774694753	U90926
3hr	0.0281871332672848	Upp1
3hr	0.0606253462974173	Vcam1
3hr	0.0793263814967403	Vcan
3hr	0.00680362129677626	Vegfc
3hr	0.000516214684673814	Xcr1
3hr	0.656738132425034	Zc3h12a
3hr	0.320279522654362	Zc3h12c
3hr	0.147828916983599	Zeb1
3hr	0.0843811374892703	Zfp324
3hr	0.120919347483323	Zfp36
3hr	0.0233434317441892	Zfp811
3hr	0.37185205040717	Zhx2
3hr	0.0144424987863245	Znrf3
8hr	0.00121983408690879	X1110002J07Rik
8hr	0.0526083595950578	X2500002B13Rik
8hr	0.00976186641069587	X4930430E12Rik
8hr	0.530734541555488	A530064D06Rik
8hr	0.000809937431491115	A630072M18Rik
8hr	0.018722416622472	AI504432
8hr	0.72655081634913	AW112010
8hr	0.14117443197528	Abtb2
8hr	0.269275417055013	Acod1
8hr	0.00202667035426726	Acpp
8hr	0.0284579317955973	Adgb
8hr	0.356366213489424	Adgre1
8hr	0.144055519471642	Adgre4
8hr	0.0362898283309599	Adgrg6
8hr	0.0886698316219167	Adgrl2
8hr	0.664882394896536	Adora2a
8hr	0.213128423401586	Adora2b
8hr	0.123511140910032	Adrb2
8hr	0.0816797617642292	Ahr
8hr	0.0117856501642852	Ahrr
8hr	0.133858444087753	Ak4
8hr	0.290371368585026	Alas1
8hr	0.289923084913922	Angpt1
8hr	0.00213257144479506	Arg1
8hr	0.00723740139814908	Arg2
8hr	0.00484833830507374	Arhgap26
8hr	0.129642796480448	Arhgef3
8hr	0.292858024693519	Arid5a
8hr	0.102747889435421	Armcx6
8hr	0.01512377381122	Arrdc4
8hr	0.00624639437559328	Asap3
8hr	0.186162878204982	Asns
8hr	0.118603634196568	Atm
8hr	0.000861291405589099	Atp2b4
8hr	0.00417425039139703	B3gnt5
8hr	0.792332498515635	B430306N03Rik
8hr	0.0601036782945235	Bambi
8hr	0.662773722607615	Batf
8hr	0.378013744517309	Batf2
8hr	0.435331412964336	Bcl2a1a
8hr	0.47584384432875	Bcl2a1d
8hr	0.18570770650288	Bcl2l11
8hr	0.0902734435428468	Bcor
8hr	0.0112356971210232	Bmp2
8hr	0.00284713423897269	Bst1
8hr	0.151190223261328	Btg2
8hr	0.0001570043260337	C920009B18Rik
8hr	0.00109098303377901	Cacna1d
8hr	0.0423995423281565	Cacnb3
8hr	0.576735831240435	Calhm6
8hr	0.00299759593680713	Card6
8hr	0.09059858976587	Carmil1
8hr	0.747888884942626	Casp4
8hr	0.188754114376752	Cav1
8hr	0.00126553036084336	Ccl1
8hr	0.413393438127476	Ccl12
8hr	0.0293121742904223	Ccl17
8hr	0.266718114209805	Ccl2
8hr	0.106928291334696	Ccl22
8hr	0.533430391392259	Ccl3
8hr	0.474915577664825	Ccl4
8hr	0.875049119874903	Ccl5
8hr	0.245836637325912	Ccl7
8hr	0.081643555514142	Ccl8
8hr	0.813411086048797	Ccnd1
8hr	0.194077844998955	Ccnd2
8hr	0.0278805217236342	Ccne1
8hr	0.165169013969387	Ccr1
8hr	0.00652164293339774	Ccr3
8hr	0.431205525189572	Ccrl2
8hr	0.544617089339122	Cd14
8hr	0.00118280341413738	Cd163
8hr	0.0356946962634769	Cd200
8hr	0.346410367978329	Cd300e
8hr	0.54211862461186	Cd300lf
8hr	0.142877711498698	Cd34
8hr	0.0237291598897101	Cd38
8hr	0.636019660998061	Cd40
8hr	0.013187194720405	Cd55
8hr	0.610558404308927	Cd69
8hr	0.0109360802844656	Cd80
8hr	0.072218144776598	Cd83
8hr	0.775720432611463	Cd86
8hr	0.661791755023461	Cdc42ep2
8hr	0.0440173844622357	Cdc42ep4
8hr	0.000975726100221581	Cdk5r1
8hr	0.000535241585812318	Cebpd
8hr	0.0169979343125998	Cemip2
8hr	0.0959330045053011	Ch25h
8hr	0.000333083962059726	Chil3
8hr	0.0765345748735769	Chst11
8hr	0.00168385488426674	Ciita
8hr	0.00320160090099191	Cish
8hr	0.684174352735189	Cited2
8hr	0.0132493758238011	Clcf1
8hr	0.595229666737952	Clec4e
8hr	0.170685980751558	Clec4n
8hr	0.352840490889537	Clec5a
8hr	0.248254575551736	Clic5
8hr	0.00325006662487348	Clmp
8hr	1.12800126150754	Cmpk2
8hr	0.109133461109432	Cnn3
8hr	0.0284476647752811	Col18a1
8hr	0.0119253655913534	Col27a1
8hr	0.0212804966760856	Cp
8hr	0.535058927246446	Csf1
8hr	0.0718379995631708	Csf3
8hr	0.0264850392877267	Csrnp1
8hr	0.230084047252838	Cst7
8hr	0.0811475205707723	Ctla2a
8hr	0.721358148551318	Ctla2b
8hr	0.112939078774031	Cx3cl1
8hr	0.0164358542962433	Cx3cr1
8hr	0.0058532762323758	Cxcl1
8hr	0.799903600548724	Cxcl10
8hr	0.261750332326836	Cxcl11
8hr	0.00192559045768894	Cxcl14
8hr	0.3871862900358	Cxcl2
8hr	0.100272778509923	Cxcl3
8hr	0.0777105729301608	Cxcl9
8hr	0.00732005957312305	D16Ertd472e
8hr	0.00232355840232723	Ddit4
8hr	0.0274563058528733	Dio2
8hr	0.0236656098681855	Dmwd
8hr	0.188768896536908	Dmxl2
8hr	0.0542192410490882	Dnase1l3
8hr	0.131473537125523	Dnmt3aos
8hr	0.0323728970779869	Dusp1
8hr	0.00102212224725269	Dusp14
8hr	0.107168495881936	Dusp16
8hr	0.222123733919533	Dusp2
8hr	0.100034122674557	Dusp4
8hr	0.0116485620013061	Dusp5
8hr	0.258626217780416	Dusp6
8hr	0.0372483786702585	Dusp8
8hr	0.144359624296236	Edn1
8hr	0.056118544486412	Ednrb
8hr	0.142328588244294	Egln3
8hr	0.0112321888748336	Egr1
8hr	0.110829760492625	Egr2
8hr	0.000433050126689653	Egr3
8hr	0.483533016198993	Ehd1
8hr	0.00539580946120049	Eno2
8hr	0.098787229349889	Errfi1
8hr	0.607961688777467	Ets2
8hr	0.000792521401390163	Fabp7
8hr	0.0108964503023391	Fam43a
8hr	0.203223015634099	Fcgr2b
8hr	0.820521132355368	Fgl2
8hr	0.401153067853667	Flnb
8hr	0.0276861126675243	Flrt3
8hr	0.0192879259194765	Flt1
8hr	0.0577892414458466	Fmnl2
8hr	0.182646074952132	Fos
8hr	0.00269919368415633	Fosb
8hr	0.083494365862905	Foxp4
8hr	0.508718741414084	Fpr1
8hr	0.358719001555549	Fpr2
8hr	0.043249552653744	Frmd6
8hr	0.0722973233068986	Fscn1
8hr	0.0479875832661284	Fzd1
8hr	0.565975013406644	G530011O06Rik
8hr	0.0137392352338187	Gbp2b
8hr	0.895987529623578	Gbp7
8hr	0.478664406586155	Gclm
8hr	0.00849162056886885	Gcnt2
8hr	0.209186225478001	Gda
8hr	0.00383907373948487	Gdf15
8hr	0.0603701878093032	Gem
8hr	0.090652809972702	Gfi1
8hr	0.0217576109166993	Gja1
8hr	0.405900434542601	Glipr2
8hr	0.00108131333173117	Gm16712
8hr	0.00583591943425623	Gm19026
8hr	0.159367386620577	Gm1966
8hr	0.00141615145973544	Gm47283
8hr	0.485024746268681	Gm4951
8hr	0.0795908824906497	Gm5150
8hr	0.140794871333455	Gm6377
8hr	0.000659371211899903	Gm9855
8hr	0.19336482570126	Gna15
8hr	0.0540975412154185	Gng4
8hr	0.265463586648887	Gpr132
8hr	0.0786929902470452	Gpr141
8hr	0.323148300280507	Gpr18
8hr	0.00536387249861602	Gpr35
8hr	0.0295117438310868	Gpr68
8hr	0.796819300242821	Gpr84
8hr	0.158702205758327	Gpr85
8hr	0.0373094468433934	Grk3
8hr	0.56126638133624	Gsr
8hr	0.10228976672663	Gsta3
8hr	0.123682361022586	H1f2
8hr	0.00752803608003618	H2.Eb1
8hr	0.121881095839424	H2.K2
8hr	0.360658685087108	H2.M2
8hr	0.0114006847161496	H60b
8hr	0.270154431536874	Hcar2
8hr	0.0279118801012922	Heatr9
8hr	0.313878125868558	Hhex
8hr	0.19823582163228	Hilpda
8hr	0.0615763124041687	Hivep3
8hr	0.283632979731092	Hmga2
8hr	0.100699664295021	Hmox1
8hr	0.000834846606215553	Hopx
8hr	0.0496659510537472	Hp
8hr	0.0354636988727016	Hsd17b7
8hr	0.34753109567855	Hspa1a
8hr	0.454967656401804	Hspa1b
8hr	0.130875187666503	Htr2a
8hr	0.324524741229894	Htr2b
8hr	0.0213937836835262	Htra1
8hr	0.501484202692745	Icam1
8hr	0.07002889642307	Icosl
8hr	0.0776566044806579	Idi1
8hr	0.101537954168915	Ier2
8hr	0.42565980505481	Ier3
8hr	0.780765681773402	Ifi205
8hr	0.557089271281916	Ifi208
8hr	0.825796615431818	Ifit1
8hr	1.1102672297168	Ifit1bl1
8hr	1.13184225063118	Ifit2
8hr	1.21082943059663	Ifit3
8hr	1.16759408078465	Ifit3b
8hr	0.00740188996220305	Ifitm1
8hr	0.00046435366320169	Ifna1
8hr	0.000466067221733231	Ifna2
8hr	0.000470495649007039	Ifna6
8hr	0.0728181751857924	Ifnb1
8hr	0.170371785626621	Ifrd1
8hr	0.0897831979069677	Igf2bp2
8hr	0.152330305778799	Igsf9
8hr	0.331225462813498	Iigp1
8hr	0.179623318578829	Il10
8hr	0.135357336192605	Il12b
8hr	0.234762516759365	Il12rb1
8hr	0.197193058260597	Il18rap
8hr	0.494294590953334	Il1a
8hr	0.57179755177933	Il1b
8hr	0.322297236675046	Il1rn
8hr	0.687106789680569	Il27
8hr	0.56056637973719	Il4i1
8hr	0.0565356290865128	Il4ra
8hr	0.556347332197074	Il6
8hr	0.00937180977700404	Inhba
8hr	0.011146263080628	Intu
8hr	0.71482412216349	Irf1
8hr	0.0207058369628571	Irf3
8hr	0.00359140512110391	Irf4
8hr	1.25866872841023	Irf7
8hr	0.2565098313904	Irf8
8hr	0.0248534144602627	Irs2
8hr	0.0167326540785375	Itga9
8hr	0.31122253706046	Itgal
8hr	0.0721247634869458	Itgb8
8hr	0.65599533693878	Itpr1
8hr	0.306927722364098	Jag1
8hr	0.324552619076629	Jdp2
8hr	0.251473791568835	Jun
8hr	0.1109459378582	Junb
8hr	0.159868724180769	Kcnj2
8hr	0.0209411749550362	Kdm6b
8hr	0.0912738155823819	Kdr
8hr	0.176194173794743	Klf2
8hr	0.276589191043617	Klf7
8hr	0.0216948993634571	Klf8
8hr	0.0193796414908735	Klra2
8hr	0.0254562050991736	Lad1
8hr	0.328277238336522	Lcn2
8hr	0.111449837344908	Ldlr
8hr	0.00101960035684527	Lif
8hr	0.202928354761845	Lipg
8hr	0.0413100019634917	Lox
8hr	0.0243222502391317	Lpar1
8hr	0.398191878575655	Lratd2
8hr	0.0276528457877239	Lrp8
8hr	0.0267667585649261	Ltbp2
8hr	0.500917549936677	Ly6a
8hr	0.000408688210097038	Ly75
8hr	0.390555057438381	Maff
8hr	0.473524157464423	Malt1
8hr	0.321029703877927	Marcksl1
8hr	0.0085174986861083	Marco
8hr	0.0611693214872748	Mefv
8hr	0.0258335698616601	Mfap3l
8hr	0.174062652888482	Mir155hg
8hr	0.152071977665595	Mmd
8hr	0.497896698607699	Mmp13
8hr	0.0123277645961903	Mmp14
8hr	0.000655598501167486	Mmp3
8hr	0.00103254493069746	Mmp8
8hr	0.0702260810742393	Mmp9
8hr	0.0317981505761208	Mpp7
8hr	0.379708781763911	Ms4a4a
8hr	0.346184865781381	Mt1
8hr	0.152504682562693	Mt2
8hr	0.0603275302176865	Mtfr2
8hr	0.164127262453708	Mtus1
8hr	0.961376545719065	Mx1
8hr	0.661347688962883	Mx2
8hr	0.584298400855863	Mxd1
8hr	0.388805208928804	Myc
8hr	0.012004328088461	Mycl
8hr	0.0100218757464285	Myo1b
8hr	0.250684101791188	Nek6
8hr	0.0342837955569381	Nes
8hr	0.0199932888429818	Nfil3
8hr	0.0153619248379591	Nfkb1
8hr	0.18803202807887	Nfkb2
8hr	0.115641179408341	Nfkbia
8hr	0.0283095552100228	Nfkbid
8hr	0.426164187872593	Nfkbie
8hr	0.619585678035707	Nfkbiz
8hr	0.0568931370610718	Noct
8hr	0.185917428780224	Nos2
8hr	0.302438269331368	Notch1
8hr	0.144437971489024	Nqo1
8hr	0.0198838925420607	Nr4a1
8hr	0.00276020666868952	Nr4a3
8hr	0.00589805749453661	Oaf
8hr	0.739423440625443	Oasl1
8hr	0.407626663489403	Odc1
8hr	0.0200422133626407	Olfml3
8hr	0.0463526009642039	Olr1
8hr	0.40550749983392	Orai2
8hr	0.0764907711959827	Osm
8hr	0.247033560385083	Otud1
8hr	0.265634825435564	P2ry13
8hr	0.239006108750571	P2ry2
8hr	0.0432623677700257	P4ha2
8hr	0.0187340180575288	Pcx
8hr	0.0350096858143713	Pde3b
8hr	0.505962738775914	Pde4b
8hr	0.000166877806039194	Pde5a
8hr	0.166792267823461	Pde7b
8hr	0.413783740632364	Pdgfb
8hr	0.16127448560842	Pdlim7
8hr	0.0399028006500422	Pdpn
8hr	0.690509391711103	Peli1
8hr	0.0736421594760303	Pfkfb3
8hr	0.24262060813623	Phlda1
8hr	0.117312219659389	Phldb1
8hr	0.344815243385336	Pilra
8hr	0.160194445227525	Pilrb1
8hr	0.0392527798063354	Pim2
8hr	0.230693187272109	Pim3
8hr	0.00249918205361498	Pla2g7
8hr	0.00466436644368365	Plac8
8hr	0.00448784832754481	Plagl1
8hr	0.0121147564155155	Plat
8hr	0.0526769847753416	Plau
8hr	0.000685286059724857	Plekhg1
8hr	0.313156155643514	Plk2
8hr	0.10520850039218	Plk3
8hr	0.0848820188211225	Plpp1
8hr	0.0362994128885355	Plpp3
8hr	0.0763574187497734	Pmaip1
8hr	0.00509505122441592	Pmepa1
8hr	0.264042374123495	Pou2f2
8hr	0.107138231878947	Ppfia3
8hr	0.0010649324340891	Ppm1l
8hr	0.000707075007507292	Ppp1r12b
8hr	0.0176035418105727	Ppp1r15a
8hr	0.149591313244134	Prag1
8hr	0.0535811806294706	Prdm1
8hr	0.000937746039459973	Prdm9
8hr	0.0655473449747594	Procr
8hr	0.00371786205626664	Prokr1
8hr	0.0364571122073819	Prrg4
8hr	0.723138773410856	Ptafr
8hr	0.0156995238546169	Ptch1
8hr	0.0562393124460804	Ptger4
8hr	0.0815513869074789	Ptges
8hr	0.207962453149121	Ptgir
8hr	0.525989970358268	Ptgs2
8hr	0.464091760893098	Rab11fip1
8hr	0.415737317839057	Rab19
8hr	0.453238082207134	Ralgds
8hr	0.00564426394964994	Rapgef5
8hr	0.00315006639736441	Rasgrp1
8hr	0.0881280088044652	Rcan1
8hr	0.328494234716859	Rela
8hr	0.000306994905146986	Retnla
8hr	0.133572580962464	Rffl
8hr	0.0594439070177561	Rgcc
8hr	0.00118338904269933	Rgs1
8hr	0.0736939613524093	Rgs3
8hr	0.119409680935995	Rhof
8hr	0.0852450636569198	Rhoh
8hr	0.00941111815998708	Rhou
8hr	0.0741359796799842	Ripk2
8hr	0.110577589007797	Rnd1
8hr	0.064198844397464	Rnd3
8hr	0.0164957113488888	Rras2
8hr	0.814104899430068	Rsad2
8hr	0.00840983781854206	S100a8
8hr	0.46422587286943	Saa3
8hr	0.26614299658756	Samsn1
8hr	0.239530042880256	Scimp
8hr	0.0271795682369971	Scn1b
8hr	0.00225367270825541	Sdc2
8hr	0.196445193904669	Sdc4
8hr	0.0328884106494702	Sele
8hr	0.177145257824085	Serpina3f
8hr	0.16094210759636	Serpina3g
8hr	0.0238512863328569	Serpinb2
8hr	0.299990129888355	Serpinb6b
8hr	0.38639495251181	Serpinb9
8hr	0.0519679159201299	Serpinb9b
8hr	0.0918850093223031	Serpine1
8hr	0.278672514125638	Shisa3
8hr	0.284401593942726	Siglece
8hr	0.492790374387277	Sla
8hr	0.0565072667585853	Slamf8
8hr	0.337399646694488	Slamf9
8hr	0.0428108887843663	Slc13a3
8hr	0.0964729180248233	Slc16a1
8hr	0.127484416603813	Slc16a3
8hr	0.0641920512684149	Slc25a25
8hr	0.213837487998772	Slc28a2
8hr	0.16077317986885	Slc30a4
8hr	0.513636453811794	Slc7a11
8hr	0.0451903331118045	Slc7a2
8hr	0.383044435579494	Slco3a1
8hr	0.273024981442109	Slfn4
8hr	0.000804271703556953	Slpi
8hr	0.172321690563278	Snn
8hr	0.000342501051477934	Socs1
8hr	0.694296940574917	Socs3
8hr	0.736597377049527	Sod2
8hr	0.010963940306199	Spaca6
8hr	0.225084331851638	Spata13
8hr	0.00043619178354328	Sphk1
8hr	0.00161129278797638	Spic
8hr	0.00332730943072158	Spsb1
8hr	0.525325401383959	Srxn1
8hr	0.0347040202866766	Stat4
8hr	0.0869479076135348	Swap70
8hr	0.00376282031656267	Syne2
8hr	0.00722876207360062	Taf4b
8hr	0.0532732799805103	Tagap
8hr	0.0407408584403795	Tal2
8hr	0.289422735195055	Tarm1
8hr	0.292136926086184	Tfec
8hr	1.17284617387088	Tgtp1
8hr	0.15882030576371	Thbs1
8hr	0.00228898498472781	Timp1
8hr	0.00438035536280108	Tle3
8hr	0.447493629673361	Tlr2
8hr	0.262485856359514	Tlr4
8hr	0.495507149094383	Tlr7
8hr	0.0252682903178213	Tlr9
8hr	0.105846108151115	Tma16
8hr	0.000899983146070511	Tmc3
8hr	0.00079313712690996	Tmeff1
8hr	0.00543417203390277	Tmem178
8hr	0.00143394993693611	Tmem200b
8hr	0.0154047513299754	Tmtc2
8hr	0.00568651980815662	Tnc
8hr	0.488437178590171	Tnf
8hr	0.538780245098852	Tnfaip3
8hr	0.919660609365592	Tnfsf10
8hr	0.0215258254444684	Tnfsf14
8hr	0.265376962911736	Tnfsf15
8hr	0.0873387396183616	Tnfsf4
8hr	0.625708689871865	Tnfsf8
8hr	0.191924628068613	Tnfsf9
8hr	0.16549564721476	Tnip3
8hr	0.544284601317021	Traf1
8hr	0.174326223706071	Trem1
8hr	0.313515802288419	Treml4
8hr	0.0637413625852159	Trib1
8hr	0.0597679259202603	Trib3
8hr	0.658540477985353	Trim21
8hr	0.604306198032149	Trim30c
8hr	0.277305172332237	Trim36
8hr	0.04133513054838	Tsku
8hr	0.0228325768113854	Ttc39b
8hr	0.00938864265106428	U90926
8hr	0.0448055465388448	Upp1
8hr	0.0298976743874902	Vcam1
8hr	0.123800379104423	Vcan
8hr	0.0478686983958805	Vegfc
8hr	0.00191533503137277	Xcr1
8hr	0.313628470749546	Zc3h12a
8hr	0.200130503139955	Zc3h12c
8hr	0.044437545873479	Zeb1
8hr	0.0491171752686403	Zfp324
8hr	0.25871433090081	Zfp36
8hr	0.183893293564996	Zfp811
8hr	0.0362153066941422	Zhx2
8hr	0.0183733300960605	Znrf3
