TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr14 A2|14	mouse chr14 A2|14	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 D1|6 40.3 cM	mouse chr6 D1|6 40.3 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX F2|X 62.43 cM	mouse chrX F2|X 62.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 D3|12 42.94 cM	mouse chr12 D3|12 42.94 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 B3.1-B3.2|15 16.73 cM	mouse chr15 B3.1-B3.2|15 16.73 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D3|10 75.21 cM	mouse chr10 D3|10 75.21 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 E1|4 77.98 cM	mouse chr4 E1|4 77.98 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 E3|6 52.98 cM	mouse chr6 E3|6 52.98 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A2|7 8.65 cM	mouse chr7 A2|7 8.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 D1|12 39.3 cM	mouse chr12 D1|12 39.3 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B1.3|11 34.51 cM	mouse chr11 B1.3|11 34.51 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A5|13 24.9 cM	mouse chr13 A5|13 24.9 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 C3|2 43.68 cM	mouse chr2 C3|2 43.68 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H2|2 80.97 cM	mouse chr2 H2|2 80.97 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2|2 C1.1-C1.2	mouse chr2|2 C1.1-C1.2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 C1|5 27.92 cM	mouse chr5 C1|5 27.92 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A1|13 4.56 cM	mouse chr13 A1|13 4.56 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 C4|16 56.83 cM	mouse chr16 C4|16 56.83 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E3|15	mouse chr15 E3|15	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A1|7 4.06 cM	mouse chr7 A1|7 4.06 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 A|19 3.21 cM	mouse chr19 A|19 3.21 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 4.38 cM|14 A1	mouse chr14 4.38 cM|14 A1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H4|2 103.14 cM	mouse chr2 H4|2 103.14 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX|X A7.1-A7.2	mouse chrX|X A7.1-A7.2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 E1|8 58.27 cM	mouse chr8 E1|8 58.27 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 E3|7 57.27 cM	mouse chr7 E3|7 57.27 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F3|7 74.36 cM	mouse chr7 F3|7 74.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A1|5 2.04 cM	mouse chr5 A1|5 2.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D2.1|4 55.48 cM	mouse chr4 D2.1|4 55.48 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A1|2 10.04 cM	mouse chr2 A1|2 10.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D3|4 72.5 cM	mouse chr4 D3|4 72.5 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 E|12 55.04 cM	mouse chr12 E|12 55.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12|12 A1.2-A1.3	mouse chr12|12 A1.2-A1.3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.1|13 8.05 cM	mouse chr13 A3.1|13 8.05 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A1.1|X 3.51 cM	mouse chrX A1.1|X 3.51 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 F1|6 56.78 cM	mouse chr6 F1|6 56.78 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 C1|6 30.03 cM	mouse chr6 C1|6 30.03 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 A3.3|17 12.18 cM	mouse chr17 A3.3|17 12.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 B1|4 23.17 cM	mouse chr4 B1|4 23.17 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A2|9 4.4 cM	mouse chr9 A2|9 4.4 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B3|17	mouse chr17 B3|17	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.1|13 12.41 cM	mouse chr13 A3.1|13 12.41 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B5|7 33.95 cM	mouse chr7 B5|7 33.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C3|1 36.46 cM	mouse chr1 C3|1 36.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A1|7 2.76 cM	mouse chr7 A1|7 2.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 E5|5 50.55 cM	mouse chr5 E5|5 50.55 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX C2|X 40.59 cM	mouse chrX C2|X 40.59 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1|1 E2.3-E3	mouse chr1|1 E2.3-E3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C5|1 43.43 cM	mouse chr1 C5|1 43.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 C2|12 29.01 cM	mouse chr12 C2|12 29.01 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 B|1 19.51 cM	mouse chr1 B|1 19.51 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 F1|12 60.43 cM	mouse chr12 F1|12 60.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 E2|2	mouse chr2 E2|2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D1|10 58.67 cM	mouse chr10 D1|10 58.67 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F1|9 58.18 cM	mouse chr9 F1|9 58.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 F3|15 58.04 cM	mouse chr15 F3|15 58.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX D|X 46.29 cM	mouse chrX D|X 46.29 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A2|7 8.5 cM	mouse chr7 A2|7 8.5 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 B3.3|8 34.84 cM	mouse chr8 B3.3|8 34.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1|1 A1-A2	mouse chr1|1 A1-A2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 E2.3|1 52.17 cM	mouse chr1 E2.3|1 52.17 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 E1.3|17 40.42 cM	mouse chr17 E1.3|17 40.42 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 A3|3 14.65 cM	mouse chr3 A3|3 14.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 E1|18 34.4 cM	mouse chr18 E1|18 34.4 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F2.1|3 40.91 cM	mouse chr3 F2.1|3 40.91 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 D2|12 41.66 cM	mouse chr12 D2|12 41.66 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B1.3|11 32.07 cM	mouse chr11 B1.3|11 32.07 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 B|9 31.18 cM	mouse chr9 B|9 31.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 B4|16	mouse chr16 B4|16	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F1|3 38.84 cM	mouse chr3 F1|3 38.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 79.82 cM|11 E2	mouse chr11 79.82 cM|11 E2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B2|10 23.12 cM	mouse chr10 B2|10 23.12 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 32.44 cM|4 B3	mouse chr4 32.44 cM|4 B3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A1.3|X 16.15 cM	mouse chrX A1.3|X 16.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A3|7 13.84 cM	mouse chr7 A3|7 13.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 E5|14 66.18 cM	mouse chr14 E5|14 66.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E3|15 50.47 cM	mouse chr15 E3|15 50.47 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 B2|13 32.65 cM	mouse chr13 B2|13 32.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 C3.3|16 53.07 cM	mouse chr16 C3.3|16 53.07 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15|15 C-D1	mouse chr15|15 C-D1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 G1|6 66.78 cM	mouse chr6 G1|6 66.78 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A5|4 22.07 cM	mouse chr4 A5|4 22.07 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 H4|1 84.44 cM	mouse chr1 H4|1 84.44 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 B3|18 19.71 cM	mouse chr18 B3|18 19.71 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A4|9 16.66 cM	mouse chr9 A4|9 16.66 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 56.39 cM|15 F1	mouse chr15 56.39 cM|15 F1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 A2|8 13.09 cM	mouse chr8 A2|8 13.09 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 C3|12 36.67 cM	mouse chr12 C3|12 36.67 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A3|9 7.79 cM	mouse chr9 A3|9 7.79 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C1.1|1 23.5 cM	mouse chr1 C1.1|1 23.5 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F2|9 59.24 cM	mouse chr9 F2|9 59.24 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D1|10 53.06 cM	mouse chr10 D1|10 53.06 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 C5|8 46.46 cM	mouse chr8 C5|8 46.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F4|9 74.26 cM	mouse chr9 F4|9 74.26 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 B1|4 23.46 cM	mouse chr4 B1|4 23.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D1|10 55.96 cM	mouse chr10 D1|10 55.96 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H1|2 76.79 cM	mouse chr2 H1|2 76.79 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 D2|7 45.09 cM	mouse chr7 D2|7 45.09 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H3|2 95.64 cM	mouse chr2 H3|2 95.64 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 C|9 34.6 cM	mouse chr9 C|9 34.6 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1|1 C5-D	mouse chr1|1 C5-D	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F3|7 69.43 cM	mouse chr7 F3|7 69.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B2|7 21.37 cM	mouse chr7 B2|7 21.37 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F2|7 65.75 cM	mouse chr7 F2|7 65.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B3|7 28.41 cM	mouse chr7 B3|7 28.41 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 C5|4 44.71 cM	mouse chr4 C5|4 44.71 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 B1|4 23.55 cM	mouse chr4 B1|4 23.55 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 74.68 cM	mouse chr5 G2|5 74.68 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 H1|3 65.57 cM	mouse chr3 H1|3 65.57 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX|X E3-F1	mouse chrX|X E3-F1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 C3|19 35.33 cM	mouse chr19 C3|19 35.33 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A1|5 3.2 cM	mouse chr5 A1|5 3.2 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 A1|17 8.69 cM	mouse chr17 A1|17 8.69 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 E4|2 57.45 cM	mouse chr2 E4|2 57.45 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G3|5 89.23 cM	mouse chr5 G3|5 89.23 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 74.71 cM	mouse chr5 G2|5 74.71 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A3|2 17.25 cM	mouse chr2 A3|2 17.25 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 B1|18 18.89 cM	mouse chr18 B1|18 18.89 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 D|11 64.04 cM	mouse chr11 D|11 64.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 C3.3|16 52.87 cM	mouse chr16 C3.3|16 52.87 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A3|9 7.76 cM	mouse chr9 A3|9 7.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D3|15 30.36 cM	mouse chr15 D3|15 30.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11|11 E1-E2	mouse chr11|11 E1-E2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B3|11 42.63 cM	mouse chr11 B3|11 42.63 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 A3|16 10.46 cM	mouse chr16 A3|16 10.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 B1|16 13.18 cM	mouse chr16 B1|16 13.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D2.2|4 61.48 cM	mouse chr4 D2.2|4 61.48 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 E|12 55.76 cM	mouse chr12 E|12 55.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F1|3 39.35 cM	mouse chr3 F1|3 39.35 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D1|15 21.15 cM	mouse chr15 D1|15 21.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B1|7 17.25 cM	mouse chr7 B1|7 17.25 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B3|10 26.71 cM	mouse chr10 B3|10 26.71 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 E3.3|9 51.54 cM	mouse chr9 E3.3|9 51.54 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 A3|16 11.37 cM	mouse chr16 A3|16 11.37 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A5.3|9 26.83 cM	mouse chr9 A5.3|9 26.83 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 A2|6 8.1 cM	mouse chr6 A2|6 8.1 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 B1.1|8 26.42 cM	mouse chr8 B1.1|8 26.42 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 B3|4 32.81 cM	mouse chr4 B3|4 32.81 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F3|7 78.4 cM	mouse chr7 F3|7 78.4 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D2|10 67.33 cM	mouse chr10 D2|10 67.33 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A3|4 10.59 cM	mouse chr4 A3|4 10.59 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D3|15 34.26 cM	mouse chr15 D3|15 34.26 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A1|13 5.28 cM	mouse chr13 A1|13 5.28 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 B3|18 20.08 cM	mouse chr18 B3|18 20.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 70.21 cM|9 F3	mouse chr9 70.21 cM|9 F3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 C3.1|5 37.43 cM	mouse chr5 C3.1|5 37.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A1|4 5.88 cM	mouse chr4 A1|4 5.88 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 C|7 34.38 cM	mouse chr7 C|7 34.38 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX 25.68 cM|X A5	mouse chrX 25.68 cM|X A5	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C1.1|1 23.67 cM	mouse chr1 C1.1|1 23.67 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 A3-B|3	mouse chr3 A3-B|3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 F2|2 65.65 cM	mouse chr2 F2|2 65.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 B|9 33.59 cM	mouse chr9 B|9 33.59 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G1.3|5 67.99 cM	mouse chr5 G1.3|5 67.99 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 C3|10 50.25 cM	mouse chr10 C3|10 50.25 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A3|2 19.09 cM	mouse chr2 A3|2 19.09 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 79.3 cM	mouse chr5 G2|5 79.3 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 E2|7 54.34 cM	mouse chr7 E2|7 54.34 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 A3|16 10.53 cM	mouse chr16 A3|16 10.53 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D3|15 35.99 cM	mouse chr15 D3|15 35.99 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 D3|7 47.15 cM	mouse chr7 D3|7 47.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F2|7	mouse chr7 F2|7	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 B1|13 30.08 cM	mouse chr13 B1|13 30.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 B|19 19.87 cM	mouse chr19 B|19 19.87 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 A1|11 5.74 cM	mouse chr11 A1|11 5.74 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 C3|8 41.28 cM	mouse chr8 C3|8 41.28 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 E4|1 59.8 cM	mouse chr1 E4|1 59.8 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 C|3 23.19 cM	mouse chr3 C|3 23.19 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 E3|5 47.77 cM	mouse chr5 E3|5 47.77 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.1|13 12.87 cM	mouse chr13 A3.1|13 12.87 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 E2|11 83.36 cM	mouse chr11 E2|11 83.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A3|5 10.67 cM	mouse chr5 A3|5 10.67 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 D3|8 53.16 cM	mouse chr8 D3|8 53.16 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.3|13 20.25 cM	mouse chr13 A3.3|13 20.25 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 B|9 33.87 cM	mouse chr9 B|9 33.87 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 E1|8 70.34 cM	mouse chr8 E1|8 70.34 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A5|4 20.46 cM	mouse chr4 A5|4 20.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5|5 D-E1	mouse chr5|5 D-E1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 C1.3|2 37.19 cM	mouse chr2 C1.3|2 37.19 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 G3|1 65.43 cM	mouse chr1 G3|1 65.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B5|11 47.36 cM	mouse chr11 B5|11 47.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 F|5 53.45 cM	mouse chr5 F|5 53.45 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D3|15 35.78 cM	mouse chr15 D3|15 35.78 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H4|2 98.44 cM	mouse chr2 H4|2 98.44 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 B|2 22.94 cM	mouse chr2 B|2 22.94 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 A3.1|17	mouse chr17 A3.1|17	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17|17 E1.1-E1.2	mouse chr17|17 E1.1-E1.2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 A1.1|8 2.0 cM	mouse chr8 A1.1|8 2.0 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 F2|12 63.48 cM	mouse chr12 F2|12 63.48 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B3|11 41.95 cM	mouse chr11 B3|11 41.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F1|7 59.17 cM	mouse chr7 F1|7 59.17 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 A1|14 7.08 cM	mouse chr14 A1|14 7.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A1|7 7.84 cM	mouse chr7 A1|7 7.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A7.3|X 38.15 cM	mouse chrX A7.3|X 38.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F3|9 60.92 cM	mouse chr9 F3|9 60.92 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 A2|18 11.81 cM	mouse chr18 A2|18 11.81 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D2|10 66.75 cM	mouse chr10 D2|10 66.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F1|9 58.24 cM	mouse chr9 F1|9 58.24 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 A2|12 11.26 cM	mouse chr12 A2|12 11.26 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 D3|10 77.2 cM	mouse chr10 D3|10 77.2 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 E1|8 71.99 cM	mouse chr8 E1|8 71.99 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A3|5 8.16 cM	mouse chr5 A3|5 8.16 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B1.3|11 33.04 cM	mouse chr11 B1.3|11 33.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
